date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-01-29,8.3,3.85,4.35,0.4,,,100,97.6,93.5,87,6.3,3.5,3.6,0.9,13,5.67,6.5,0,,,102.59,102.16,102.11,101.64,97.3,96.89,96.85,96.39,16100,7383.3,8250,400,2,1.3,1.5,1,13.7,0,0,0,0,0,,,,07:36:00,1706542560,7.6,16:48:00,1706575680,16.8,9.2,1,1,8,8,3,5,,4,2.5,2,0,,,,,,,,
2024-01-28,7,3.56,4.2,1.4,,,100,98.6,96.5,93,5.8,3.4,3.8,1.7,9,4.83,4.5,0,,,102.68,102.38,102.38,102.08,97.37,97.09,97.09,96.8,16100,10187.5,9050,2000,4,1.3,2.5,1,13.8,0,0,0,0,1.6,,,,07:37:00,1706456220,7.62,16:46:00,1706489160,16.77,9.15,,,7,8,5,5,,4,4,4,4,,,,,,,,
2024-01-27,3.7,1.77,2.1,0.5,,,100,98,97,94,2.6,1.5,1.5,0.4,8,3.17,4,0,,,102.44,102.31,102.3,102.16,97.12,97.01,97,96.87,16100,12100,9050,2000,2,1.6,1.6,1.2,15.9,0,0,0,0,2.4,,,,07:38:00,1706369880,7.63,16:44:00,1706402640,16.73,9.1,1,1,4,4,3,4,,4,4,4,4,,,,,,,,
2024-01-26,3.6,2.14,1.55,-0.5,,,98,84.6,87.5,77,0.6,-0.2,-0.2,-1,17,9.29,8.5,0,,,102.57,102.42,102.42,102.26,97.27,97.12,97.11,96.96,16100,15766.7,12100,8100,2.1,1.5,1.6,1.2,16.4,0,0,0,0,0.2,,,,07:39:00,1706283540,7.65,16:43:00,1706316180,16.72,9.07,,,3,4,3,3,,4,3.7,3,2,,,,,,,,
2024-01-25,3.4,2.58,1.85,0.3,,,99,89.2,90,81,1.7,1,0.8,0,15,9.17,7.5,0,,,102.34,101.95,101.88,101.42,97.05,96.67,96.61,96.17,16100,16100,16100,16100,1.2,1.2,1.1,1.1,16.1,0,0,0,0,1.1,,,,07:41:00,1706197260,7.68,16:41:00,1706229660,16.68,9,,,2,3,0,0,,4,3.8,3.5,3,,,,,,,,
2024-01-24,3.6,1.62,2.15,0.7,,,99,96.7,96,93,1.6,1.1,1.1,0.7,11,3.04,5.5,0,,,101.48,101.25,101.25,101.01,96.24,96,96.01,95.78,16100,15166.7,12100,8100,1.5,1.3,1.3,1.1,15.8,0,0,0,0,1.9,,,,07:42:00,1706110920,7.7,16:39:00,1706143140,16.65,8.95,,,3,3,-1,0,,4,3.7,2.5,1,,,,,,,,
2024-01-23,4.7,3.45,2.9,1.1,,,94,88.5,88,82,2.4,1.7,1.5,0.6,17,11.33,8.5,0,,,101.55,101.29,101.25,100.94,96.3,96.06,96.01,95.72,16100,16100,16100,16100,1.4,1.3,1.3,1.2,15.1,0,0,0,0,0.9,,,,07:43:00,1706024580,7.72,16:38:00,1706056680,16.63,8.92,1,1,4,4,0,0,,4,3.9,3,2,,,,,,,,
2024-01-22,2.3,1.07,1.29,0.3,,,99,97.7,96,93,1.5,0.8,0.9,0.3,9,4.21,4.5,0,,,100.92,100.55,100.67,100.41,95.69,95.33,95.44,95.19,11300,5766.7,7050,2800,3,2,2.1,1.2,16.7,0,0,0,0,1.1,,,,07:44:00,1705938240,7.73,16:36:00,1705970160,16.6,8.87,,,3,3,1,1,,4,3.9,3.5,3,,,,,,,,
2024-01-21,2.1,-0.26,-0.55,-3.2,,-4,98,94.2,92.5,87,1,-1.1,-1.1,-3.2,11,2.96,5.5,0,,,100.6,100.54,100.52,100.45,95.34,95.3,95.28,95.22,16100,9775,9850,3600,3.1,2.6,2.3,1.5,18.6,0,0,0,0,1.6,,,,07:45:00,1705851900,7.75,16:34:00,1705883640,16.57,8.82,,,1,1,0,0,,4,4,4,4,,,,,,,,
2024-01-20,-1.9,-3.6,-4,-6.1,,-8,98,93.1,91.5,85,-2.8,-4.6,-4.5,-6.3,8,3,4,0,,,101.82,101.15,101.22,100.63,96.46,95.84,95.91,95.36,16100,11654.2,8650,1200,3,2.5,2.6,2.2,22,0,0,0,0,1.3,,,,07:46:00,1705765560,7.77,16:33:00,1705797180,16.55,8.78,,,-2,-2,-4,-2,,4,4,3.5,3,,,,,,,,
2024-01-19,-5.4,-7.2,-8.55,-11.7,,-14,95,91.4,88.5,82,-6.2,-8.4,-9.3,-12.5,5,3.04,2.5,0,,,103.14,102.57,102.5,101.86,97.66,97.13,97.08,96.5,16100,10558.3,8650,1200,2.7,2.1,2.2,1.8,26.6,0,0,0,0,3.5,,,,07:47:00,1705679220,7.78,16:31:00,1705710660,16.52,8.73,,,-6,-6,-5,-4,,4,3.8,3,2,,,,,,,,
2024-01-18,-6.8,-11.24,-12.4,-18,,-19,91,85.1,80.5,70,-11.2,-13.3,-14.3,-17.4,5,3.62,2.5,0,,,103.58,103.32,103.16,102.73,98.04,97.79,97.64,97.24,16100,16033.3,15300,14500,3,2.2,2.3,1.6,30.4,0,0,0,0,0,,,,07:48:00,1705592880,7.8,16:30:00,1705624200,16.5,8.7,1,1,-11,-11,-10,-8,,4,1.9,2,0,,,,,,,,
2024-01-17,-8.3,-11.07,-13.6,-18.9,,-25,94,90.7,88.5,83,-9.7,-12.3,-14.5,-19.3,13,3.88,6.5,0,,,102.58,101.25,101.6,100.61,97.1,95.86,96.18,95.27,16100,6250,8550,1000,3.1,2.1,2.5,1.8,31.6,0,0,0,0,5.1,,,,07:49:00,1705506540,7.82,16:28:00,1705537680,16.47,8.65,,,-10,-10,-14,-12,,4,3,2,0,,,,,,,,
2024-01-16,-8.1,-10.97,-12.95,-17.8,,-21,86,69.6,71,56,-12.4,-15.7,-15.6,-18.7,9,5.21,4.5,0,,,103.63,102.51,102.54,101.45,98.06,97.02,97.06,96.06,16100,16100,16100,16100,2.3,2,2,1.7,30.9,0,0,0,0,0,,,,07:50:00,1705420200,7.83,16:27:00,1705451220,16.45,8.62,1,1,-12,-9,-12,-12,,4,2.2,2,0,,,,,,,,
2024-01-15,-12.4,-16.34,-17.6,-22.8,,-26,84,76.7,74.5,65,-16.4,-19.6,-20.6,-24.8,5,3.25,2.5,0,,,104.39,104.13,104.02,103.65,98.72,98.49,98.4,98.08,16100,16100,16100,16100,2.3,1.8,1.9,1.5,35.6,0,0,0,0,0,,,,07:50:00,1705333800,7.83,16:25:00,1705364700,16.42,8.58,1,1,-13,-13,-17,-17,,4,1,2,0,,,,,,,,
2024-01-14,-12.8,-16.82,-17.3,-21.8,,-25,82,67.8,69.5,57,-19.3,-21.6,-21.5,-23.7,17,4.58,8.5,0,,,104.13,103.38,103.5,102.87,98.48,97.77,97.87,97.26,16100,16100,16100,16100,2.2,1.8,1.8,1.5,35.3,0,0,0,0,0,,,,07:51:00,1705247460,7.85,16:24:00,1705278240,16.4,8.55,,,-17,-14,-21,-21,,4,1.8,2,0,,,,,,,,
2024-01-13,-18.9,-23.79,-24.45,-30,,-37,78,68.5,67,56,-22.7,-28.1,-27.9,-33.2,8,3.29,4,0,,,103.88,103.3,103.36,102.84,98.14,97.59,97.67,97.21,16100,16100,16100,16100,2.2,1.7,1.8,1.5,42.5,0,0,0,0,0,,,,07:52:00,1705161120,7.87,16:22:00,1705191720,16.37,8.5,,,-20,-20,-26,-21,,4,1.3,2,0,,,,,,,,
2024-01-12,-20.1,-23.39,-24.5,-28.9,,-37,73,54.9,57.5,42,-28,-30.3,-30.9,-33.8,22,10.58,11,0,30,4,103.97,103.59,103.42,102.88,98.23,97.92,97.77,97.3,16100,16100,16100,16100,1.8,1.7,1.6,1.5,42.5,0,0,0,0,0,,,,07:52:00,1705074720,7.87,16:21:00,1705105260,16.35,8.48,,,-18,-18,-25,-25,,4,1.6,2,0,,,,,,,,
2024-01-11,-4,-12.65,-12.25,-20.5,,-29,95,57.5,67,39,-6.5,-19.7,-17.4,-28.2,35,16.33,20,5,48,36,102.79,101.74,101.85,100.9,97.22,96.34,96.42,95.62,16100,14083.3,9250,2400,1.7,1.6,1.6,1.5,30.2,0,0,0,0,0.2,,,,07:53:00,1704988380,7.88,16:20:00,1705018800,16.33,8.45,,,-10,-9,-22,-21,,4,2.9,2,0,,,,,,,,
2024-01-10,1.8,-2.49,-2.25,-6.3,,-9,98,73.1,73.5,49,0.3,-7,-5.5,-11.3,15,5.54,7.5,0,,,101,100.58,100.4,99.8,95.69,95.33,95.16,94.62,16100,15766.7,12100,8100,2.1,1.7,1.7,1.3,20.2,0,0,0,0,0,,,,07:54:00,1704902040,7.9,16:18:00,1704932280,16.3,8.4,,,-3,-1,-7,-7,,4,3.8,3,2,,,,,,,,
2024-01-09,2.7,-0.75,-1.29,-5.3,,-9,99,92.8,86.5,74,0.4,-1.9,-2,-4.5,24,6.88,12,0,,,99.94,99.58,99.62,99.3,94.72,94.38,94.42,94.13,16100,14658.3,9250,2400,2.1,1.7,1.8,1.5,19.3,0,0,0,0,7.4,,,,07:54:00,1704815640,7.9,16:17:00,1704845820,16.28,8.38,,,0,0,-4,-2,,4,3.3,2,0,,,,,,,,
2024-01-08,-0.9,-2.61,-2.55,-4.2,,-6,98,82.5,81,64,-3.3,-5.4,-5.5,-7.6,11,3.79,5.5,0,,,102.23,101.77,101.28,100.32,96.9,96.45,95.99,95.07,16100,12508.3,8650,1200,1.6,1.5,1.4,1.3,20.6,0,0,0,0,0,,,,07:54:00,1704729240,7.9,16:16:00,1704759360,16.27,8.37,,,-3,-1,-4,-3,,4,3.2,2,0,,,,,,,,
2024-01-07,1.3,-0.3,-0.35,-2,,-4,93,74.9,73,53,-1.1,-4.4,-4.8,-8.4,9,3.92,4.5,0,,,102.21,101.76,101.66,101.11,96.88,96.47,96.37,95.86,16100,16100,16100,16100,1.7,1.6,1.6,1.4,18.4,0,0,0,0,0,,,,07:55:00,1704642900,7.92,16:14:00,1704672840,16.23,8.32,,,0,1,-7,-6,,4,4,4,4,,,,,,,,
2024-01-06,3,0.77,1.25,-0.5,,-2,99,95.6,89,79,1.8,0.1,0.3,-1.2,22,5.58,11,0,32,34,101.05,100.55,100.66,100.26,95.79,95.33,95.42,95.06,16100,13991.7,10050,4000,1.7,1.5,1.4,1.1,16.8,0,0,0,0,3.7,,,,07:55:00,1704556500,7.92,16:13:00,1704586380,16.22,8.3,,,1,2,-3,-2,,4,3.8,3,2,,,,,,,,
2024-01-05,3.1,1.43,0.1,-2.9,,-3,96,81.4,84,72,-0.2,-1.5,-1.5,-2.8,17,8.38,8.5,0,,,102.28,101.84,101.61,100.93,96.96,96.56,96.33,95.71,16100,16100,16100,16100,1.5,1.2,1.2,1,17.9,0,0,0,0,0,,,,07:55:00,1704470100,7.92,16:12:00,1704499920,16.2,8.28,,,4,4,0,1,,4,3.1,2,0,,,,,,,,
2024-01-04,5.1,2.66,1.85,-1.4,,-5,97,87.2,86,75,2.1,0.7,-0.2,-2.6,13,6.79,6.5,0,,,102.08,101.89,101.89,101.71,96.79,96.62,96.62,96.46,16100,16100,16100,16100,1.1,1,1.1,1,16.1,0,0,0,0,0.2,,,,07:56:00,1704383760,7.93,16:11:00,1704413460,16.18,8.25,,,3,4,-3,1,,4,2.9,2,0,,,,,,,,
2024-01-03,3.2,1.56,1.6,0,,,100,97.4,96.5,93,2.3,1.2,1.1,0,9,3.96,4.5,0,,,101.94,101.84,101.86,101.77,96.66,96.55,96.57,96.48,16100,10275,9050,2000,2,1.2,1.5,1,16.4,0,0,0,0,2.7,,,,07:56:00,1704297360,7.93,16:10:00,1704327000,16.17,8.23,,,1,1,-1,-1,,4,4,4,4,,,,,,,,
2024-01-02,3.3,0.87,0.19,-2.9,,-4,99,90.2,86.5,74,0.6,-0.6,-0.8,-2.3,11,3.88,5.5,0,,,102.52,102.2,102.19,101.87,97.22,96.9,96.9,96.59,16100,15429.2,10450,4800,2,1.4,1.5,1,17.8,0,0,0,0,0,,,,07:56:00,1704210960,7.93,16:09:00,1704240540,16.15,8.22,,,1,1,-1,0,,4,2.8,2,0,,,,,,,,
2024-01-01,5.1,3.94,4.15,3.2,,,91,82,82,73,2.8,1.1,1,-0.9,13,7.38,6.5,0,,,102.68,102.59,102.58,102.47,97.39,97.3,97.29,97.19,16100,16100,16100,16100,1.2,1.1,1.1,1,13.8,0,0,0,0,0,,,,07:56:00,1704124560,7.93,16:08:00,1704154080,16.13,8.2,,,4,4,-2,-2,,4,4,4,4,,,,,,,,
2023-12-31,5.2,3.79,3.55,1.9,,,100,96.3,94.5,89,4.6,3.3,3.5,2.3,15,8.17,7.5,0,,,102.43,102.15,102.17,101.92,97.15,96.88,96.89,96.64,16100,13816.7,10450,4800,1.1,1,1.1,1,14.4,0,0,0,0,5,,,,07:56:00,1704038160,7.93,16:06:00,1704067560,16.1,8.17,,,3,3,1,1,,4,4,3.5,3,,,,,,,,
2023-12-30,2,0.95,-0.55,-3.1,,-4,100,100,100,100,2.3,0.9,0.6,-1,8,3.88,4,0,,,101.91,101.78,101.79,101.66,96.63,96.49,96.5,96.38,16100,5366.7,8150,200,2,1.6,1.5,1,18.6,0,0,0,0,0.6,,,,07:56:00,1703951760,7.93,16:05:00,1703981100,16.08,8.15,,,3,3,1,1,,4,4,4,4,,,,,,,,
2023-12-29,5.2,0.77,1.25,-2.7,,-5,99,95.1,91.5,84,2.2,0,-0.1,-2.4,9,4.58,4.5,0,,,102.59,102.16,102.19,101.79,97.31,96.86,96.9,96.49,16100,16033.3,15300,14500,2,1.4,1.5,1,16.8,0,0,0,0,0,,,,07:56:00,1703865360,7.93,16:04:00,1703894640,16.07,8.13,,,5,5,1,1,,4,1.6,2,0,,,,,,,,
2023-12-28,7.8,2.63,2.8,-2.2,,-3,100,90.2,85.5,71,3.2,1.1,0.8,-1.7,11,5.67,5.5,0,,,102.66,102.46,102.36,102.05,97.34,97.15,97.05,96.76,16100,14558.3,10450,4800,2,1.5,1.6,1.2,15.2,0,0,0,0,0,,,,07:56:00,1703778960,7.93,16:04:00,1703808240,16.07,8.13,,,3,3,-1,0,,4,3.1,2,0,,,,,,,,
2023-12-27,3.4,0.93,1.04,-1.3,,-4,98,91.4,88,78,0.7,-0.4,-0.4,-1.6,9,4.12,4.5,0,,,102.41,101.97,102.05,101.68,97.11,96.68,96.76,96.4,16100,16100,16100,16100,3,1.5,2,1,17,0,0,0,0,0,,,,07:56:00,1703692560,7.93,16:03:00,1703721780,16.05,8.12,,,3,4,1,2,,4,3.3,2.5,1,,,,,,,,
2023-12-26,4.6,2.17,1.94,-0.7,,-3,89,77.5,79,69,-0.7,-1.4,-1.6,-2.4,17,6.42,8.5,0,,,102.59,102.44,102.36,102.12,97.28,97.13,97.05,96.82,16100,16100,16100,16100,2,1.3,1.6,1.1,16.1,0,0,0,0,0,,,,07:55:00,1703606100,7.92,16:02:00,1703635320,16.03,8.12,,,2,5,-3,-1,,4,3.5,2,0,,,,,,,,
2023-12-25,2.2,-1.49,-2.4,-7,,-8,94,84.1,81,68,-1.7,-3.9,-4.5,-7.4,8,3.88,4,0,,,102.92,102.65,102.55,102.18,97.53,97.29,97.2,96.87,16100,16100,16100,16100,2.1,1.6,1.6,1.2,20.4,0,0,0,0,0,,,,07:55:00,1703519700,7.92,16:01:00,1703548860,16.02,8.1,,,0,0,-1,-1,,4,3.5,2,0,,,,,,,,
2023-12-24,0,-3.64,-3.95,-7.9,,-9,96,89.2,86,76,-3.3,-5.2,-5.4,-7.5,13,4.21,6.5,0,,,102.95,102.8,102.78,102.62,97.59,97.41,97.42,97.25,16100,16100,16100,16100,2,1.5,1.6,1.2,21.9,0,0,0,0,0,,,,07:55:00,1703433300,7.92,16:01:00,1703462460,16.02,8.1,,,0,1,-6,-6,,4,1.4,2,0,,,,,,,,
2023-12-23,5,-0.9,-0.2,-5.4,,-8,95,82.8,73.5,52,-1.1,-3.7,-4,-6.8,13,4.88,6.5,0,,,103.03,102.7,102.51,101.98,97.63,97.37,97.17,96.72,16100,16100,16100,16100,2.2,1.4,1.6,1.1,18.2,0,0,0,0,0,,,,07:54:00,1703346840,7.9,16:00:00,1703376000,16,8.1,,,3,3,-4,-4,,2,0.2,1,0,,,,,,,,
2023-12-22,5.6,4.5,4.3,3,,,93,82.6,83.5,74,3,1.8,1.1,-0.9,15,10.46,9.5,4,,,101.9,101.32,101.42,100.95,96.65,96.1,96.2,95.75,16100,16100,16100,16100,1.5,1.1,1.2,1,13.7,0,0,0,0,0.6,,,,07:54:00,1703260440,7.9,15:59:00,1703289540,15.98,8.08,,,5,5,-3,-2,,4,3.9,3.5,3,,,,,,,,
2023-12-21,6.6,5.6,5.69,4.8,,,91,83.9,85,79,3.9,3.1,3,2,15,11.04,11.5,8,,,101.95,101.83,101.83,101.71,96.71,96.59,96.6,96.48,16100,16100,16100,16100,1,1,1,1,12.3,0,0.7,0,0,0.2,,,,07:53:00,1703173980,7.88,15:59:00,1703203140,15.98,8.1,,,7,7,1,1,,4,4,4,4,,,,,,,,
2023-12-20,7.2,5.66,5.09,3,,,97,86,87.5,78,4.2,3.5,3.5,2.9,21,11.67,10.5,0,,,101.73,101.51,101.48,101.23,96.51,96.29,96.26,96,16100,15766.7,13700,11300,1.1,1,1.1,1,12.9,0,0.1,0,0,0,,,,07:53:00,1703087580,7.88,15:58:00,1703116680,15.97,8.08,,,5,5,2,2,,4,4,3.5,3,,,,,,,,
2023-12-19,3.9,2.51,2.2,0.5,,,99,95.3,93,87,3,1.8,1.8,0.5,8,3,4,0,,,101.2,100.92,100.98,100.77,95.97,95.69,95.76,95.56,16100,13295.8,11250,6400,2,1.4,1.5,1,15.8,0,0,0,0,2.4,,,,07:52:00,1703001120,7.87,15:58:00,1703030280,15.97,8.1,,,2,3,0,3,,4,4,3.5,3,,,,,,,,
2023-12-18,4.4,2.03,2.3,0.2,,,95,85.8,83.5,72,1,-0.2,0,-1.1,13,4.88,6.5,0,,,102.04,101.32,101.48,100.92,96.76,96.08,96.23,95.7,16100,16100,16100,16100,2,1.1,1.5,1,15.7,0,0,0,0,0,,,,07:52:00,1702914720,7.87,15:58:00,1702943880,15.97,8.1,,,2,2,0,0,,4,3.8,3.5,3,,,,,,,,
2023-12-17,3.8,2.88,2.35,0.9,,,92,81.9,84.5,77,1,0.1,0.2,-0.5,17,8.5,8.5,0,,,102.93,102.67,102.53,102.14,97.61,97.36,97.24,96.86,16100,16100,16100,16100,1.1,1.1,1.1,1,15.7,0,0,0,0,0,,,,07:51:00,1702828260,7.85,15:57:00,1702857420,15.95,8.1,,,4,4,-1,-1,,4,4,4,4,,,,,,,,
2023-12-16,4.8,3.43,2.6,0.4,,,98,81.5,86,74,0.9,0.5,0.4,-0.1,17,10.5,10.5,4,,,102.74,102.47,102.51,102.29,97.44,97.17,97.22,97,16100,16033.3,15300,14500,1.3,1.1,1.1,1,15.4,0,0,0,0,0,,,,07:50:00,1702741800,7.83,15:57:00,1702771020,15.95,8.12,,,2,4,-1,-1,,4,4,4,4,,,,,,,,
2023-12-15,4.4,2.1,2.45,0.5,,,98,95.1,91,84,2.5,1.4,1.4,0.4,8,3.25,4,0,,,103.23,102.97,102.89,102.55,97.88,97.64,97.56,97.24,16100,15233.3,12900,9700,2,1.5,1.5,1,15.6,0,0,0,0,0,,,,07:49:00,1702655340,7.82,15:57:00,1702684620,15.95,8.13,,,1,2,-1,1,,4,4,3.5,3,,,,,,,,
2023-12-14,3.6,1.23,1.95,0.3,,,99,92.3,88.5,78,1.2,0.1,-0.2,-1.7,15,5,7.5,0,,,103.12,102.68,102.74,102.36,97.77,97.36,97.42,97.08,16100,12845.8,9050,2000,2,1.4,1.5,1,16.1,0,0,0,0,1.1,,,,07:48:00,1702568880,7.8,15:57:00,1702598220,15.95,8.15,,,1,4,-3,0,,4,4,4,4,,,,,,,,
2023-12-13,5.6,3.43,3.5,1.4,,,74,64.2,65,56,-1.6,-2.7,-2.4,-3.2,21,7.12,10.5,0,46,17,102.86,102.5,102.58,102.29,97.53,97.2,97.27,97.01,16100,16100,16100,16100,1.6,1.4,1.3,1,14.5,0,0,0,0,0,,,,07:48:00,1702482480,7.8,15:57:00,1702511820,15.95,8.15,,,2,5,0,0,,4,3.9,3.5,3,,,,,,,,
2023-12-12,2.3,1.1,1.2,0.1,,,95,77.1,80,65,-0.4,-2.6,-2.2,-4.1,18,6.62,9,0,32,15,103.11,103.01,103.01,102.92,97.76,97.66,97.67,97.58,16100,16100,16100,16100,1.4,1.3,1.3,1.2,16.8,0,0,0,0,0,,,,07:47:00,1702396020,7.78,15:57:00,1702425420,15.95,8.17,,,2,2,-4,0,,4,4,4,4,,,,,,,,
2023-12-11,3.1,1.47,1.7,0.3,,,100,96.4,95,90,1.9,1,0.7,-0.5,9,3.54,4.5,0,,,102.93,102.81,102.74,102.56,97.6,97.48,97.42,97.25,16100,13562.5,11250,6400,2,1.4,1.5,1,16.3,0,0,0,0,0,,,,07:46:00,1702309560,7.77,15:57:00,1702339020,15.95,8.18,,,2,2,-1,-1,,4,4,4,4,,,,,,,,
2023-12-10,3.5,1.39,1.4,-0.7,,-1,99,92,90,81,1.1,0.2,0.3,-0.5,11,4.17,5.5,0,,,102.51,102.22,102.28,102.05,97.2,96.91,96.98,96.76,16100,15233.3,12100,8100,1.6,1.3,1.3,1,16.6,0,0,0,0,2.5,,,,07:45:00,1702223100,7.75,15:57:00,1702252620,15.95,8.2,,,3,3,0,1,,4,4,3.5,3,,,,,,,,
2023-12-09,0.5,-1.8,-2.4,-5.3,,-7,99,95.4,93,87,-0.2,-2.5,-3.1,-6,15,4.88,7.5,0,,,103.3,102.7,102.76,102.21,97.93,97.34,97.4,96.88,16100,13345.8,8850,1600,1.6,1.4,1.3,1,20.4,0,0,0,0,1.1,,,,07:44:00,1702136640,7.73,15:57:00,1702166220,15.95,8.22,,,-2,0,-1,0,,4,2.7,2,0,,,,,,,,
2023-12-08,5,-0.23,0.45,-4.1,,-6,100,93.5,82.5,65,1.4,-1.3,-1.4,-4.2,9,3.71,4.5,0,,,103.29,102.59,102.45,101.61,97.92,97.26,97.14,96.36,16100,14479.2,9450,2800,1.7,1.4,1.4,1.1,17.6,0,0,0,0,0,,,,07:43:00,1702050180,7.72,15:57:00,1702079820,15.95,8.23,,,2,2,-4,-4,,4,2,2,0,,,,,,,,
2023-12-07,5.2,2.78,2.75,0.3,,,100,95.6,92,84,4.1,2.1,2.3,0.5,11,4.42,5.5,0,,,101.56,100.98,101.08,100.61,96.31,95.77,95.87,95.43,16100,12466.7,8250,400,2,1.2,1.5,1,15.2,0,0,0,0,3.2,,,,07:41:00,1701963660,7.68,15:57:00,1701993420,15.95,8.27,,,2,4,-2,0,,4,3.4,2,0,,,,,,,,
2023-12-06,6.6,4.76,5.44,4.3,,,99,98,98,97,5.4,4.5,4.6,3.8,15,6.42,7.5,0,,,101.35,100.85,100.93,100.52,96.15,95.66,95.74,95.34,16100,11600,9450,2800,2,1.2,1.5,1,12.6,0,0.4,0,0,1.3,,,,07:40:00,1701877200,7.67,15:57:00,1701907020,15.95,8.28,,,4,5,2,2,,4,4,4,4,,,,,,,,
2023-12-05,8,4.85,4.4,0.8,,,100,96.1,95.5,91,6.2,4.3,3.5,0.7,15,6.54,7.5,0,,,101.64,101.46,101.48,101.32,96.37,96.22,96.22,96.07,16100,13454.2,8850,1600,2,1.3,1.5,1,13.6,0,0,0,0,1.1,,,,07:39:00,1701790740,7.65,15:58:00,1701820680,15.97,8.32,,,6,6,3,3,,4,3.9,3.5,3,,,,,,,,
2023-12-04,2.9,1.7,-0.05,-3,,,99,92.8,92.5,86,1.4,0.7,0.1,-1.2,15,5.21,7.5,0,,,102.21,101.95,101.94,101.68,96.91,96.66,96.66,96.41,16100,12575,10050,4000,2,1.5,1.6,1.2,18.1,0,0,0,0,0.9,,,,07:38:00,1701704280,7.63,15:58:00,1701734280,15.97,8.33,,,3,3,3,4,,4,3.5,2,0,,,,,,,,
2023-12-03,3.9,-0.53,-1.05,-6,,-8,98,92.1,89,80,1.2,-1.7,-2.3,-5.8,13,5.58,6.5,0,,,101.73,101.21,101.21,100.69,96.44,95.93,95.94,95.43,16100,14925,8450,800,1.5,1.3,1.4,1.2,19.1,0,0,0,0,0.6,,,,07:37:00,1701617820,7.62,15:59:00,1701647940,15.98,8.37,,,3,3,0,0,,4,2.7,2,0,,,,,,,,
2023-12-02,3,-0.95,-1.04,-5.1,,-6,98,87.5,85,72,-1,-2.9,-2.9,-4.8,15,6.62,7.5,0,,,101.22,100.53,100.63,100.04,95.95,95.28,95.38,94.81,16100,14387.5,9050,2000,4,1.5,2.5,1,19,0,0,0,0,0.9,,,,07:35:00,1701531300,7.58,15:59:00,1701561540,15.98,8.4,,,0,0,-4,-4,,4,2.8,2,0,,,,,,,,
2023-12-01,0.3,-1.36,-1.3,-2.9,,-5,93,84.4,82,71,-2.3,-3.7,-3.5,-4.6,11,5.54,5.5,0,,,101.11,100.88,100.93,100.75,95.83,95.62,95.66,95.49,16100,15362.5,10450,4800,2,1.4,1.6,1.1,19.3,0,0,0,0,0,,,,07:34:00,1701444840,7.57,16:00:00,1701475200,16,8.43,,,0,0,-3,-3,,4,3.8,3.5,3,,,,,,,,
2023-11-30,0.5,-0.72,-0.89,-2.3,,-6,82,67.2,70.5,59,-4.1,-6.2,-5.8,-7.5,22,8.62,11,0,32,15,101.94,101.58,101.55,101.16,96.64,96.29,96.26,95.88,16100,16100,16100,16100,2,1.5,1.7,1.4,18.9,0,0,0,0,0,,,,07:33:00,1701358380,7.55,16:00:00,1701388800,16,8.45,,,-1,0,-4,-4,,4,3.8,3,2,,,,,,,,
2023-11-29,1.9,0.45,0.64,-0.6,,-3,77,68.1,68.5,60,-3.7,-4.8,-4.8,-6,9,3.79,4.5,0,,,102.38,102.23,102.17,101.97,97.07,96.92,96.87,96.67,16100,15833.3,12900,9700,2,1.6,1.6,1.3,17.4,0,0,0,0,0,,,,07:31:00,1701271860,7.52,16:01:00,1701302460,16.02,8.5,1,1,2,2,-3,-2,,4,4,4,4,,,,,,,,
2023-11-28,2.9,1.83,1.9,0.9,,,65,60.5,59.5,54,-3.9,-5,-5,-6,18,8.25,9,0,,,102.91,102.64,102.64,102.36,97.59,97.33,97.32,97.06,16100,16100,16100,16100,2,1.5,1.6,1.3,16.1,0,0,0,0,0,,,,07:30:00,1701185400,7.5,16:01:00,1701216060,16.02,8.52,,,3,3,-1,0,,4,4,4,4,,,,,,,,
