Station location,Ecozone,Site code,Type of ecosystem,Year,Sample number,Depth (cm)
Emplacement de la station,Écozone,Code de site,Type d’écosystème,Année,Numéro d’échantillon,Profondeur (cm)
Owl,Spruce Forest,OSF,forest,2016,12,28
Owl,Spruce Forest,OSF,forest,2016,13,36
Owl,Spruce Forest,OSF,forest,2016,14,38
Owl,Spruce Forest,OSF,forest,2016,15,40
Owl,Spruce Forest,OSF,forest,2016,16,40
Owl,Spruce Forest,OSF,forest,2016,17,34
Owl,Spruce Forest,OSF,forest,2016,18,33
Owl,Spruce Forest,OSF,forest,2016,19,34
Owl,Spruce Forest,OSF,forest,2016,20,40
Owl,Spruce Forest,OSF,forest,2016,21,35
Owl,Spruce Forest,OSF,forest,2016,22,41
Owl,Spruce Forest,OSF,forest,2016,23,42
Owl,Spruce Forest,OSF,forest,2016,24,34
Owl,Spruce Forest,OSF,forest,2016,25,32
Owl,Spruce Forest,OSF,forest,2016,26,42
Owl,Spruce Forest,OSF,forest,2016,27,43
Owl,Spruce Forest,OSF,forest,2016,28,53
Owl,Spruce Forest,OSF,forest,2016,29,44
Owl,Spruce Forest,OSF,forest,2016,30,46
Owl,Spruce Forest,OSF,forest,2016,31,34
Owl,Spruce Forest,OSF,forest,2016,32,36
Owl,Spruce Forest,OSF,forest,2016,33,49
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,1,50
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,2,43
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,3,51
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,4,47
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,5,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,6,51
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,7,42
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,8,50
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,9,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,10,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,11,50
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,12,44
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,13,49
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,14,50
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,15,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,16,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,17,47
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,18,49
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,19,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,20,47
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,21,46
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,22,46
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,23,40
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,24,32
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,25,50
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,26,49
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,27,44
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,28,45
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,29,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,30,46
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,31,48
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,32,34
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2016,33,45
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,1,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,2,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,3,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,4,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,5,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,11,2
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,13,3
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,14,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,16,1
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,17,2
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,18,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,19,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,20,3
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,21,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,22,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,26,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,27,3
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,28,2
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,29,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,30,2
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,31,3
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2016,33,2
Roberge Lake,Tree Island,RTI,island,2016,1,56
Roberge Lake,Tree Island,RTI,island,2016,2,60
Roberge Lake,Tree Island,RTI,island,2016,3,52
Roberge Lake,Tree Island,RTI,island,2016,4,55
Roberge Lake,Tree Island,RTI,island,2016,5,63
Roberge Lake,Tree Island,RTI,island,2016,6,59
Roberge Lake,Tree Island,RTI,island,2016,7,58
Roberge Lake,Tree Island,RTI,island,2016,8,57
Roberge Lake,Tree Island,RTI,island,2016,9,81
Roberge Lake,Tree Island,RTI,island,2016,10,62
Roberge Lake,Tree Island,RTI,island,2016,11,74
Roberge Lake,Tree Island,RTI,island,2016,12,74
Roberge Lake,Tree Island,RTI,island,2016,13,66
Roberge Lake,Tree Island,RTI,island,2016,14,72
Roberge Lake,Tree Island,RTI,island,2016,15,88
Roberge Lake,Tree Island,RTI,island,2016,16,90
Roberge Lake,Tree Island,RTI,island,2016,17,94
Roberge Lake,Tree Island,RTI,island,2016,18,80
Roberge Lake,Tree Island,RTI,island,2016,19,83
Roberge Lake,Tree Island,RTI,island,2016,20,88
Roberge Lake,Tree Island,RTI,island,2016,21,89
Roberge Lake,Tree Island,RTI,island,2016,22,74
Roberge Lake,Tree Island,RTI,island,2016,23,83
Roberge Lake,Tree Island,RTI,island,2016,24,80
Roberge Lake,Tree Island,RTI,island,2016,25,71
Roberge Lake,Tree Island,RTI,island,2016,26,81
Roberge Lake,Tree Island,RTI,island,2016,27,77
Roberge Lake,Tree Island,RTI,island,2016,28,90
Roberge Lake,Tree Island,RTI,island,2016,29,86
Roberge Lake,Tree Island,RTI,island,2016,30,81
Roberge Lake,Tree Island,RTI,island,2016,31,75
Roberge Lake,Tree Island,RTI,island,2016,32,52
Roberge Lake,Tree Island,RTI,island,2016,33,74
